148.98 134.96 45.867
150.98 135.44 45.711
152.99 135.92 45.62
155.03 136.39 45.589
157.08 136.87 45.627
159.15 137.34 45.732
161.24 137.81 45.91
163.34 138.28 46.16
165.45 138.74 46.486
167.57 139.2 46.892
169.7 139.65 47.379
171.84 140.1 47.932
173.98 140.54 48.549
176.12 140.98 49.251
178.27 141.42 50.023
180.41 141.84 50.857
182.55 142.26 51.77
184.68 142.68 52.749
186.8 143.09 53.779
188.91 143.5 54.873
191.01 143.9 56.034
193.1 144.3 57.237
195.18 144.69 58.505
197.23 145.08 59.828
199.27 145.47 61.187
201.3 145.86 62.597
203.3 146.25 64.061
205.28 146.63 65.558
207.24 147.02 67.101
209.17 147.4 68.684
211.08 147.8 70.306
212.97 148.19 71.964
214.82 148.58 73.657
216.65 148.99 75.386
218.45 149.4 77.148
220.21 149.81 78.953
221.94 150.23 80.781
223.64 150.67 82.64
225.3 151.11 84.532
226.92 151.56 86.458
228.5 152.02 88.403
230.03 152.49 90.377
231.52 152.97 92.376
232.97 153.47 94.398
234.37 153.97 96.444
235.71 154.49 98.504
237.01 155.02 100.59
238.25 155.56 102.69
239.45 156.11 104.8
240.58 156.67 106.92
241.66 157.25 109.06
242.69 157.84 111.2
243.66 158.43 113.36
244.57 159.04 115.51
245.43 159.66 117.67
246.23 160.28 119.83
246.98 160.91 121.98
247.68 161.55 124.14
248.32 162.2 126.3
248.92 162.85 128.45
249.47 163.51 130.6
249.97 164.17 132.75
250.42 164.84 134.89
250.84 165.52 137.02
251.21 166.2 139.15
251.54 166.87 141.27
251.84 167.56 143.39
252.11 168.25 145.5
252.34 168.94 147.61
252.54 169.63 149.71
252.72 170.32 151.81
252.87 171.02 153.9
253 171.72 155.99
253.11 172.42 158.08
253.2 173.12 160.16
253.27 173.82 162.24
253.32 174.53 164.32
253.37 175.24 166.4
253.39 175.94 168.48
253.41 176.66 170.56
253.41 177.37 172.65
253.41 178.08 174.73
253.4 178.79 176.81
253.38 179.51 178.9
253.35 180.23 180.99
253.32 180.95 183.08
253.28 181.66 185.17
253.23 182.39 187.27
253.18 183.11 189.38
253.13 183.83 191.48
253.07 184.56 193.59
253.02 185.29 195.7
252.95 186.02 197.82
252.89 186.75 199.95
252.81 187.49 202.07
252.74 188.22 204.21
252.67 188.96 206.35
252.59 189.7 208.49
252.51 190.44 210.64
252.42 191.18 212.79
252.34 191.93 214.94
252.25 192.67 217.1
252.15 193.42 219.27
252.05 194.17 221.44
251.95 194.92 223.61
251.84 195.67 225.79
251.73 196.42 227.98
251.62 197.18 230.16
251.49 197.94 232.36
251.37 198.69 234.55
251.23 199.45 236.75
251.09 200.21 238.96
250.95 200.98 241.16
250.79 201.74 243.37
250.63 202.5 245.59
250.46 203.27 247.81
250.29 204.04 250.03
